A1BG	A1BG
AgaP_AGAP011491	SNX17
snx-17	SNX17
2700049A03Rik	KIAA0586
LOC690035	KIAA0586
si:ch211-185a18.2	KIAA0586
LOC100537345	KIAA0586
kiaa0586	KIAA0586
Dlgap5	DLGAP5
dlgap5	DLGAP5
Mtss1	MTSS1
si:dkey-46l15.1	MTSS1
mtss1.1	MTSS1
LOC707684	SPCS2
Spcs2	SPCS2
spcs2	SPCS2
Spase25	SPCS2
AgaP_AGAP011842	SPCS2
hpo-21	SPCS2
Sertad2	SERTAD2
sertad2b	SERTAD2
sertad2	SERTAD2
Ckap5	CKAP5
ckap5	CKAP5
msps	CKAP5
AgaP_AGAP011162	CKAP5
Os01g0816400	CKAP5
Maml1	MAML1
LOC567335	MAML1
maml1	MAML1
Snx19	SNX19
snx19	SNX19
snx19a	SNX19
Phyhip	PHYHIP
LOC102551958	PHYHIP
phyhip	PHYHIP
Tatdn2	TATDN2
tatdn2	TATDN2
Ist1	IST1
ist1	IST1
CG10103	IST1
AgaP_AGAP005882	IST1
Dhcr24	DHCR24
dhcr24	DHCR24
F52H2.6	DHCR24
MGG_16834	DHCR24
DWF1	DHCR24
Os10g0397400	DHCR24
Mrpl19	MRPL19
mRpL19	MRPL19
AgaP_AGAP001139	MRPL19
mrpl-19	MRPL19
LOC100496116	MRPL19
Scrn1	SCRN1
scrn1	SCRN1
Spock2	SPOCK2
spock2	SPOCK2
Rnf40	RNF40
Bre1	RNF40
AgaP_AGAP007335	RNF40
rfp-1	RNF40
rnf40	RNF40
LOC710246	EFCAB14
Efcab14	EFCAB14
zgc:77197	EFCAB14
efcab14	EFCAB14
Urb2	URB2
LOC570267	URB2
urb2	URB2
LOC712879	TSC22D2
Tsc22d2	TSC22D2
LOC100859827	TSC22D2
tsc22d2	TSC22D2
Arhgap11a	ARHGAP11A
arhgap11a	ARHGAP11A
arhgap11a.1	ARHGAP11A
Rgp1	RGP1
rgp1	RGP1
CG1116	RGP1
AgaP_AGAP003042	RGP1
M01F1.9	RGP1
Dnajc6	DNAJC6
dnajc6	DNAJC6
Jakmip2	JAKMIP2
jakmip2	JAKMIP2
Zeb2	ZEB2
zeb2b	ZEB2
zeb2	ZEB2
Zbtb24	ZBTB24
zbtb24	ZBTB24
LOC100332569	ZBTB24
Plekhm1	PLEKHM1
plekhm1	PLEKHM1
LOC100430610	C2CD5
C2cd5	C2CD5
LOC100333813	C2CD5
CG6454	C2CD5
AgaP_AGAP001475	C2CD5
c2cd5	C2CD5
LOC712845	KIAA0753
4933427D14Rik	KIAA0753
RGD1304728	KIAA0753
Epm2aip1	EPM2AIP1
C2cd2l	C2CD2L
c2cd2l	C2CD2L
Farp2	FARP2
farp2	FARP2
Cdep	FARP2
AgaP_AGAP001287	FARP2
D130043K22Rik	KIAA0319
RGD1307443	KIAA0319
LOC794624	KIAA0319
CG7565	KIAA0319
AgaP_AGAP008639	KIAA0319
kiaa0319	KIAA0319
Cep350	CEP350
si:dkey-39n1.3	CEP350
cep350	CEP350
Lrig2	LRIG2
lrig2	LRIG2
Arel1	AREL1
LOC100332031	AREL1
CG4238	AREL1
AgaP_AGAP009516	AREL1
arel1	AREL1
Fchsd2	FCHSD2
LOC100536453	FCHSD2
LOC100536596	FCHSD2
nwk	FCHSD2
AgaP_AGAP006774	FCHSD2
fchsd2	FCHSD2
Zc3h11a	ZC3H11A
zc3h11a	ZC3H11A
Tox4	TOX4
tox4	TOX4
Zbtb39	ZBTB39
LOC565015	ZBTB39
zbtb39	ZBTB39
Rhobtb1	RHOBTB1
rhobtb1	RHOBTB1
Nuak1	NUAK1
nuak1	NUAK1
si:dkey-261e22.1	NUAK1
LOC708959	TECPR2
Tecpr2	TECPR2
tecpr2	TECPR2
Klhl21	KLHL21
klhl21	KLHL21
Tmcc2	TMCC2
tmcc2	TMCC2
LOC475708	SUPT7L
LOC608365	SUPT7L
Supt7l	SUPT7L
supt7l	SUPT7L
Chst15	CHST15
LOC565523	CHST15
Fam20b	FAM20B
fam20b	FAM20B
CG3631	FAM20B
AgaP_AGAP001051	FAM20B
Zbtb40	ZBTB40
LOC571158	ZBTB40
zbtb40	ZBTB40
Zbtb5	ZBTB5
LOC797291	ZBTB5
zbtb5	ZBTB5
Lpgat1	LPGAT1
lpgat1	LPGAT1
AgaP_AGAP002482	LPGAT1
acl-14	LPGAT1
Mfn2	MFN2
LOC100911485	MFN2
mfn2	MFN2
Marf	MFN2
AgaP_AGAP001802	MFN2
fzo-1	MFN2
Kif14	KIF14
kif14	KIF14
LOC100493263	KIF14
Josd1	JOSD1
LOC100536467	JOSD1
josd1	JOSD1
JOSL	JOSD1
Os03g0265200	JOSD1
LOC718729	HELZ
Helz	HELZ
LOC100857488	HELZ
helz	HELZ
Cd302	CD302
LOC100333685	CD302
Dclre1a	DCLRE1A
dclre1a	DCLRE1A
Os04g0401800	DCLRE1A
fam13a	FAM13A
Sugp2	SUGP2
Fam3c	FAM3C
fam3c	FAM3C
Pdap1	PDAP1
pdap1b	PDAP1
LOC100135404	PDAP1
Scaf8	SCAF8
wu:fd99c08	SCAF8
scaf8	SCAF8
KIAA1009	CEP162
4922501C03Rik	CEP162
RGD1307365	CEP162
si:ch211-198c19.2	CEP162
kiaa1009	CEP162
LOC100497718	CEP162
Rhobtb3	RHOBTB3
si:dkey-6b12.5	RHOBTB3
rhobtb3	RHOBTB3
Cobll1	COBLL1
cobll1	COBLL1
Rnf44	RNF44
rnf44	RNF44
Dlgap4	DLGAP4
dlgap4	DLGAP4
Rab11fip2	RAB11FIP2
LOC100334729	RAB11FIP2
LOC100002754	RAB11FIP2
rab11fip2	RAB11FIP2
Frmpd1	FRMPD1
frmpd1	FRMPD1
Dolk	DOLK
LOC100859010	DOLK
dolk	DOLK
Vash1	VASH1
LOC100001748	VASH1
vash1	VASH1
Zfp507	ZNF507
znf507	ZNF507
Adnp2	ADNP2
adnp2	ADNP2
Lmtk2	LMTK2
lmtk2	LMTK2
Ntng1	NTNG1
ntng1	NTNG1
Chsy1	CHSY1
chsy1	CHSY1
CG9220	CHSY1
AgaP_AGAP001010	CHSY1
Lphn1	ADGRL1
LOC562531	ADGRL1
lphn1	ADGRL1
LOC705570	FNDC3A
Fndc3a	FNDC3A
CG42389	FNDC3A
AgaP_AGAP009522	FNDC3A
LOC100492173	FNDC3A
LOC711448	R3HDM2
R3hdm2	R3HDM2
r3hdm2	R3HDM2
Slitrk3	SLITRK3
LOC100334261	SLITRK3
slitrk3	SLITRK3
Cnksr2	CNKSR2
cnksr2a	CNKSR2
cnksr2	CNKSR2
Fastkd2	FASTKD2
fastkd2	FASTKD2
Inpp5f	INPP5F
inpp5f	INPP5F
CG7956	INPP5F
AgaP_AGAP000483	INPP5F
CELE_W09C5.7	INPP5F
Morc2a	MORC2
Morc2	MORC2
morc2	MORC2
Ankrd6	ANKRD6
ankrd6b	ANKRD6
ankrd6	ANKRD6
Zhx2	ZHX2
zhx2	ZHX2
Spast	SPAST
spast	SPAST
spas	SPAST
SPAST_ANOGA	SPAST
spas-1	SPAST
AT2G45500	SPAST
Os06g0130000	SPAST
Ubox5	UBOX5
ubox5	UBOX5
CG2218	UBOX5
Zbtb1	ZBTB1
zbtb1	ZBTB1
LOC521207	ZNF365
Zfp365	ZNF365
LOC799320	ZNF365
znf365	ZNF365
Bahd1	BAHD1
LOC564712	BAHD1
LOC100331694	BAHD1
bahd1	BAHD1
Arsg	ARSG
arsg	ARSG
Btbd3	BTBD3
btbd3b	BTBD3
lute	BTBD3
AgaP_AGAP004234	BTBD3
btbd3	BTBD3
Sbno2	SBNO2
LOC100002292	SBNO2
sbno2a	SBNO2
sbno2	SBNO2
Wdr47	WDR47
wdr47a	WDR47
CG2812	WDR47
AgaP_AGAP006113	WDR47
nmtn-1	WDR47
wdr47	WDR47
Sorcs3	SORCS3
sorcs3	SORCS3
LOC100498333	SORCS3
Pcnxl2	PCNX2
pcnxl2	PCNX2
LOC718715	RAB21
Rab21	RAB21
zgc:154045	RAB21
rab-21	RAB21
Os05g0341600	RAB21
rab21	RAB21
Exosc7	EXOSC7
exosc7	EXOSC7
Rrp42	EXOSC7
AgaP_AGAP010483	EXOSC7
AT3G07750	EXOSC7
Os12g0403800	EXOSC7
Tmcc1	TMCC1
tmcc1b	TMCC1
C15H9.4	TMCC1
tmcc1	TMCC1
LOC710693	USP33
Usp33	USP33
usp33	USP33
Wdtc1	WDTC1
wdtc1	WDTC1
adp	WDTC1
AgaP_AGAP003346	WDTC1
AgaP_AGAP012877	WDTC1
AT5G10940	WDTC1
Os03g0187300	WDTC1
Zhx3	ZHX3
zhx3	ZHX3
Emc1	EMC1
emc1	EMC1
CG2943	EMC1
AgaP_AGAP003647	EMC1
H17B01.4	EMC1
AT5G11560	EMC1
Os05g0230600	EMC1
FTSJD2	CMTR1
Cmtr1	CMTR1
cmtr1	CMTR1
CG6379	CMTR1
AgaP_AGAP000826	CMTR1
CELE_Y53F4B.13	CMTR1
Hecw1	HECW1
hecw1b	HECW1
hecw1	HECW1
Mycbp2	MYCBP2
mycbp2	MYCBP2
hiw	MYCBP2
AgaP_AGAP011177	MYCBP2
rpm-1	MYCBP2
F07B7.12	MYCBP2
Pprc1	PPRC1
Exph5	EXPH5
Zfp423	ZNF423
si:ch211-216l23.1	ZNF423
znf423	ZNF423
LOC703116	TTLL5
Ttll5	TTLL5
LOC100538301	TTLL5
ttll5	TTLL5
Sarm1	SARM1
sarm1	SARM1
Ect4	SARM1
AgaP_AGAP005901	SARM1
tir-1	SARM1
Tab2	TAB2
tab2	TAB2
Hic2	HIC2
hic2	HIC2
LOC721593	CAMTA2
Camta2	CAMTA2
Pogz	POGZ
LOC561483	POGZ
LOC100158529	POGZ
Nphp4	NPHP4
nphp4	NPHP4
nphp-4	NPHP4
Zzef1	ZZEF1
zzef1	ZZEF1
Dcun1d5	DCUN1D5
dcun1d5	DCUN1D5
Zc3h3	ZC3H3
zc3h3	ZC3H3
Fcho2	FCHO2
fcho2	FCHO2
AgaP_AGAP002024	FCHO2
Clcc1	CLCC1
LOC100332460	CLCC1
clcc1	CLCC1
LOC479530	MPRIP
Mprip	MPRIP
si:ch73-103b11.2	MPRIP
mprip	MPRIP
LOC696802	STAB1
Stab1	STAB1
stab1	STAB1
Ttll12	TTLL12
ttll12	TTLL12
CG1550	TTLL12
AgaP_AGAP004284	TTLL12
ttll-12	TTLL12
AT1G77550	TTLL12
Os03g0179000	TTLL12
LOC100486512	TTLL12
Zcchc14	ZCCHC14
LOC100857578	ZCCHC14
zcchc14	ZCCHC14
Pask	PASK
Rgl1	RGL1
rgl1	RGL1
Rgl	RGL1
AgaP_AGAP010782	RGL1
rgl-1	RGL1
Phf3	PHF3
phf3	PHF3
LOC709676	ACSBG1
Acsbg1	ACSBG1
LOC100006023	ACSBG1
Trim9	TRIM9
trim9	TRIM9
AgaP_AGAP008750	TRIM9
trim-9	TRIM9
Jmjd6	JMJD6
jmjd6	JMJD6
PSR	JMJD6
AgaP_AGAP000158	JMJD6
psr-1	JMJD6
Fbxo28	FBXO28
fbxo28	FBXO28
Plcl2	PLCL2
plcl2	PLCL2
pll-1	PLCL2
LOC707387	ARHGEF9
LOC537718	ARHGEF9
Arhgef9	ARHGEF9
LOC559868	ARHGEF9
arhgef9b	ARHGEF9
LOC100334379	ARHGEF9
arhgef9	ARHGEF9
Sel1l3	SEL1L3
sel1l3	SEL1L3
Dnajc9	DNAJC9
dnajc9	DNAJC9
CG6693	DNAJC9
AgaP_AGAP004849	DNAJC9
dnj-23	DNAJC9
SPAC1071.09c	DNAJC9
MGG_01016	DNAJC9
ATJ6	DNAJC9
AT3G12170	DNAJC9
Os02g0195800	DNAJC9
LOC702690	ARC
Arc	ARC
arc	ARC
LOC696761	TMEM131L
D930015E06Rik	TMEM131L
LOC679811	TMEM131L
si:ch211-208h7.4	TMEM131L
kiaa0922	TMEM131L
Cobl	COBL
cobl	COBL
LOC705942	ANKRD12
Ankrd12	ANKRD12
Dnmbp	DNMBP
dnmbp	DNMBP
D14Abb1e	FAM208A
Fam208a	FAM208A
fam208ab	FAM208A
fam208a	FAM208A
LOC704219	CLUH
Cluh	CLUH
cluha	CLUH
K0664_ANOGA	CLUH
clu-1	CLUH
SPBC530.06c	CLUH
MGG_06261	CLUH
NCU00021	CLUH
AT3G52140	CLUH
Os02g0717400	CLUH
cluh	CLUH
Arap2	ARAP2
LOC559690	ARAP2
arap2	ARAP2
Gpr116	ADGRF5
gpr116	ADGRF5
Agtpbp1	AGTPBP1
agtpbp1	AGTPBP1
Anks1	ANKS1A
Anks1a	ANKS1A
anks1a	ANKS1A
Cyld	CYLD
cylda	CYLD
AgaP_AGAP008412	CYLD
cyld	CYLD
Bicd2	BICD2
LOC557383	BICD2
BicD	BICD2
AgaP_AGAP010206	BICD2
bicd-1	BICD2
bicd2	BICD2
Kif13b	KIF13B
kif13ba	KIF13B
Khc-73	KIF13B
kif13b	KIF13B
Trim71	TRIM71
trim71	TRIM71
wech	TRIM71
AgaP_AGAP005125	TRIM71
lin-41	TRIM71
LOC100486898	TRIM71
Synm	SYNM
synm	SYNM
Jade2	JADE2
phf15	JADE2
Trim37	TRIM37
trim37	TRIM37
Fnbp4	FNBP4
fnbp4	FNBP4
LOC734003	FNBP4
Arhgef12	ARHGEF12
arhgef12	ARHGEF12
LOC562455	ARHGEF12
Larp1	LARP1
larp1	LARP1
Ppp1r13b	PPP1R13B
ppp1r13bb	PPP1R13B
ppp1r13b	PPP1R13B
Ufl1	UFL1
ufl1	UFL1
CG1104	UFL1
UFL1_ANOGA	UFL1
AT3G46220	UFL1
Os05g0117600	UFL1
Smg5	SMG5
smg5	SMG5
Nudcd3	NUDCD3
nudcd3	NUDCD3
CG31251	NUDCD3
Asxl1	ASXL1
Ppwd1	PPWD1
ppwd1	PPWD1
CG3511	PPWD1
AgaP_AGAP008660	PPWD1
cyn-15	PPWD1
cyp9	PPWD1
MGG_05731	PPWD1
NCU09819	PPWD1
CYP71	PPWD1
LOC721795	CTDNEP1
Ctdnep1	CTDNEP1
ctdnep1a	CTDNEP1
ctdnep1b	CTDNEP1
Dd	CTDNEP1
AgaP_AGAP006231	CTDNEP1
scpl-2	CTDNEP1
MGG_06001	CTDNEP1
NCU08948	CTDNEP1
ctdnep1	CTDNEP1
Zfyve26	ZFYVE26
zfyve26	ZFYVE26
Lrrc8b	LRRC8B
lrrc8b	LRRC8B
Pofut1	POFUT1
pofut1	POFUT1
O-fut1	POFUT1
AgaP_AGAP011338	POFUT1
C15C7.7	POFUT1
R3hdm1	R3HDM1
r3hdm1	R3HDM1
Ly96	LY96
Bcl2l13	BCL2L13
LOC689660	BCL2L13
bcl2l13	BCL2L13
Hephl1	HEPHL1
LOC101886332	HEPHL1
hephl1	HEPHL1
Sun2	SUN2
si:dkey-92f12.2	SUN2
sun2	SUN2
Bri3	BRI3
bri3	BRI3
Hectd1	HECTD1
hectd1	HECTD1
CG5604	HECTD1
AgaP_AGAP009511	HECTD1
hecd-1	HECTD1
MOBKL3	MOB4
Mob4	MOB4
mob4	MOB4
AgaP_AGAP007306	MOB4
C30A5.3	MOB4
NCU07674	MOB4
Yipf3	YIPF3
yipf3	YIPF3
Y53C12A.3	YIPF3
LOC706290	TECPR1
Tecpr1	TECPR1
tecpr1a	TECPR1
Pex23	TECPR1
GALE3	TECPR1
tecpr1	TECPR1
Armc8	ARMC8
armc8	ARMC8
AgaP_AGAP006626	ARMC8
AT1G51350	ARMC8
Os11g0638900	ARMC8
LOC480292	BRMS1L
Brms1l	BRMS1L
LOC100910898	BRMS1L
brms1la	BRMS1L
brms1lb	BRMS1L
CG4400	BRMS1L
AgaP_AGAP002712	BRMS1L
brms1l	BRMS1L
LOC706667	HDAC7
Hdac7	HDAC7
LOC798603	HDAC7
hdac7	HDAC7
Abhd14b	ABHD14B
abhd14b	ABHD14B
Y55F3AM.10	ABHD14B
C3H3orf17	NEPRO
LOC708933	NEPRO
C33H3orf17	NEPRO
C1H3orf17	NEPRO
BC027231	NEPRO
RGD1311458	NEPRO
si:dkey-22a1.3	NEPRO
c3orf17	NEPRO
Letmd1	LETMD1
zgc:194455	LETMD1
CG5989	LETMD1
AgaP_AGAP005736	LETMD1
letmd1	LETMD1
LOC714067	TMEM186
Tmem186	TMEM186
zgc:194539	TMEM186
tmem186	TMEM186
Aasdhppt	AASDHPPT
aasdhppt	AASDHPPT
eap	AASDHPPT
AgaP_AGAP007546	AASDHPPT
T04G9.4	AASDHPPT
T28H10.1	AASDHPPT
Os11g0136500	AASDHPPT
Os12g0133400	AASDHPPT
Pamr1	PAMR1
LOC560295	PAMR1
pamr1	PAMR1
Trim58	TRIM58
LOC770718	TRIM58
Ints7	INTS7
ints7	INTS7
defl	INTS7
AgaP_AGAP011393	INTS7
Kansl1	KANSL1
LOC567884	KANSL1
LOC100485168	KANSL1
Tmem158	TMEM158
LOC100148963	TMEM158
Ahctf1	AHCTF1
ahctf1	AHCTF1
LOC712082	DPCD
Dpcd	DPCD
dpcd	DPCD
CG13901	DPCD
AgaP_AGAP012517	DPCD
Zdhhc5	ZDHHC5
zdhhc5a	ZDHHC5
LOC792560	ZDHHC5
zdhhc5	ZDHHC5
Mtmr9	MTMR9
mtmr9	MTMR9
CG5026	MTMR9
AgaP_AGAP003266	MTMR9
mtm-9	MTMR9
LOC722170	ATL3
Atl3	ATL3
atl3	ATL3
Myrip	MYRIP
myrip	MYRIP
LOC709169	ZNF521
Zfp521	ZNF521
znf521	ZNF521
Cnrip1	CNRIP1
cnrip1b	CNRIP1
cnrip1	CNRIP1
Sostdc1	SOSTDC1
sostdc1a	SOSTDC1
sostdc1	SOSTDC1
Gemin5	GEMIN5
gemin5	GEMIN5
LOC713953	RAB11FIP5
Rab11fip5	RAB11FIP5
Wwtr1	WWTR1
wwtr1	WWTR1
Samhd1	SAMHD1
samhd1	SAMHD1
AT5G40270	SAMHD1
AT5G40290	SAMHD1
LOC100498574	SAMHD1
Tpgs2	TPGS2
C18ORF10	TPGS2
tpgs2	TPGS2
CG6931	TPGS2
AgaP_AGAP010475	TPGS2
Pvrl3	NECTIN3
Kank2	KANK2
LOC571549	KANK2
kank2	KANK2
Tmem87a	TMEM87A
zgc:162698	TMEM87A
tmem87a	TMEM87A
Egfl6	EGFL6
egfl6	EGFL6
Tiparp	TIPARP
tiparp	TIPARP
Necap2	NECAP2
necap2	NECAP2
CELE_Y110A2AR.3	NECAP2
MGG_06078	NECAP2
NCU04345	NECAP2
Os10g0476000	NECAP2
LOC703053	AAR2
Aar2	AAR2
C20H20ORF4	AAR2
aar2	AAR2
CG12320	AAR2
F10B5.2	AAR2
AT1G66510	AAR2
Os04g0132300	AAR2
Krt23	KRT23
Hinfp	HINFP
hinfp	HINFP
CG17829	HINFP
Clip3	CLIP3
clip3	CLIP3
LOC711696	TBC1D10B
LOC489935	TBC1D10B
Tbc1d10b	TBC1D10B
Gorasp2	GORASP2
gorasp2	GORASP2
Polr2m	POLR2M
LOC100003720	POLR2M
grinl1a	POLR2M
Zzz3	ZZZ3
zzz3	ZZZ3
Atac1	ZZZ3
LOC718166	TMEM98
Tmem98	TMEM98
tmem98	TMEM98
Zfp451	ZNF451
znf451	ZNF451
Sipa1l1	SIPA1L1
sipa1l1	SIPA1L1
LOC700308	SS18L1
Ss18l1	SS18L1
ss18l1	SS18L1
Setbp1	SETBP1
setbp1	SETBP1
Slitrk5	SLITRK5
LOC101882841	SLITRK5
slitrk5	SLITRK5
Ppp1r16b	PPP1R16B
LOC799771	PPP1R16B
ppp1r16b	PPP1R16B
Senp6	SENP6
senp6a	SENP6
Rai14	RAI14
rai14	RAI14
Poldip2	POLDIP2
poldip2	POLDIP2
CG12162	POLDIP2
AgaP_AGAP001153	POLDIP2
tag-307	POLDIP2
C10H20orf26	CFAP61
C24H20orf26	CFAP61
C13H20orf26	CFAP61
RGD1311519	CFAP61
C3H20ORF26	CFAP61
si:zfos-223e1.2	CFAP61
c20orf26	CFAP61
Gpatch4	GPATCH4
LOC708205	ARHGEF26
Arhgef26	ARHGEF26
arhgef26	ARHGEF26
Pgm3	PGM3
pgm3	PGM3
nst	PGM3
AgaP_AGAP007215	PGM3
F21D5.1	PGM3
KLLA0D00858g	PGM3
AGOS_ACR015W	PGM3
SPAC1296.01c	PGM3
MGG_11383	PGM3
NCU07458	PGM3
DRT101	PGM3
Os07g0195400	PGM3
Tor1aip1	TOR1AIP1
Ccdc9	CCDC9
ccdc9	CCDC9
Dcaf4	DCAF4
wdr21	DCAF4
dcaf4	DCAF4
LOC698187	SZRD1
Szrd1	SZRD1
C21H1ORF144	SZRD1
szrd1	SZRD1
Lrit1	LRIT1
lrit1a	LRIT1
lrit1b	LRIT1
lrit1	LRIT1
Wsb1	WSB1
wsb1	WSB1
LOC713032	LDLRAP1
Ldlrap1	LDLRAP1
ldlrap1b	LDLRAP1
ldlrap1	LDLRAP1
Tctn3	TCTN3
LOC100857412	TCTN3
Fgfr1op2	FGFR1OP2
fgfr1op2	FGFR1OP2
CG10158	FGFR1OP2
AgaP_AGAP012118	FGFR1OP2
LOC717469	KIF1BP
2510003E04Rik	KIF1BP
LOC606294	KIF1BP
kbp	KIF1BP
CG14043	KIF1BP
AgaP_AGAP009536	KIF1BP
kiaa1279	KIF1BP
Trpc4ap	TRPC4AP
trpc4apa	TRPC4AP
trpc4ap	TRPC4AP
LOC712238	ZBTB20
Zbtb20	ZBTB20
zbtb20	ZBTB20
C1qtnf5	C1QTNF5
c1qtnf5	C1QTNF5
LOC713547	RIBC2
Ribc2	RIBC2
ribc2	RIBC2
CG7264	RIBC2
AgaP_AGAP001735	RIBC2
Nat9	NAT9
LOC100004826	NAT9
CG11539	NAT9
AgaP_AGAP007378	NAT9
Y67D2.5	NAT9
SPBC577.03c	NAT9
MGG_16222	NAT9
NCU03760	NAT9
AT2G04845	NAT9
nat9	NAT9
Aaas	AAAS
aaas	AAAS
CG16892	AAAS
AgaP_AGAP010685	AAAS
AT3G56900	AAAS
Os11g0132700	AAAS
Mtg2	MTG2
Gtpbp5	MTG2
mtg2	MTG2
CG13390	MTG2
AgaP_AGAP009702	MTG2
M01E5.2	MTG2
EMB269	MTG2
Os07g0669200	MTG2
Senp3	SENP3
Cnppd1	CNPPD1
cnppd1	CNPPD1
Sdcbp2	SDCBP2
LOC100859439	SDCBP2
Wwc3	WWC3
wwc3	WWC3
Erlec1	ERLEC1
LOC100535374	ERLEC1
erlec1	ERLEC1
CG6766	ERLEC1
AgaP_AGAP009546	ERLEC1
CELE_Y105E8A.2	ERLEC1
Mmadhc	MMADHC
zgc:92335	MMADHC
Y76A2B.5	MMADHC
mmadhc	MMADHC
Sgsm3	SGSM3
sgsm3	SGSM3
CG12241	SGSM3
AgaP_AGAP002120	SGSM3
tbc-18	SGSM3
Gltscr1	BICRA
LOC101749950	BICRA
gltscr1	BICRA
Pla2g3	PLA2G3
zgc:123275	PLA2G3
Cd207	CD207
LOC101731344	CD207
LOC100497637	CD207
LOC100497788	CD207
LOC100494969	CD207
LOC100489411	CD207
LOC100489257	CD207
LOC101731294	CD207
LOC101731348	CD207
LOC101731040	CD207
LOC101731464	CD207
LOC100489737	CD207
LOC100487099	CD207
LOC100486681	CD207
LOC101730852	CD207
LOC100486529	CD207
LOC100487251	CD207
LOC101734871	CD207
LOC101731226	CD207
LOC101730984	CD207
LOC100486950	CD207
LOC100498593	CD207
LOC101733395	CD207
LOC101730291	CD207
LOC101730257	CD207
LOC101731101	CD207
LOC100486944	CD207
LOC101731168	CD207
LOC101735287	CD207
LOC101735116	CD207
LOC101735054	CD207
LOC100487836	CD207
Col5a3	COL5A3
Podxl2	PODXL2
LOC101747715	PODXL2
Caly	CALY
Rbp3	E2F1
irbpl	E2F1
rbp3	E2F1
Sufu	SUFU
sufu	SUFU
Su(fu)	SUFU
AgaP_AGAP001948	SUFU
Shroom3	SHROOM3
shroom3	SHROOM3
LOC697682	LPIN1
Lpin1	LPIN1
lpin1	LPIN1
LOC610873	PROK2
Prok2	PROK2
prok2	PROK2
LOC100485995	PROK2
Sall2	SALL2
sall2	SALL2
Fbxo18	FBXO18
fbxo18	FBXO18
LOC102155575	FBXO16
Fbxo16	FBXO16
LOC100150082	FBXO16
fbxo16	FBXO16
LOC722740	FBXO6
Fbxo6	FBXO6
zgc:100832	FBXO6
zgc:153722	FBXO6
zgc:173570	FBXO6
fbxo44	FBXO6
si:dkey-147f3.4	FBXO6
zgc:114174	FBXO6
zgc:114081	FBXO6
si:rp71-1k13.6	FBXO6
fbxo6	FBXO6
Hs6st2	HS6ST2
hs6st2	HS6ST2
hst-6	HS6ST2
Fbxl8	FBXL8
fbxl8	FBXL8
LOC100425397	DMRT1
Dmrt1	DMRT1
dmrt1	DMRT1
adar	ADAR
Ubxn1	UBXN1
ubxn1	UBXN1
LOC100534742	UBXN1
CG8209	UBXN1
AgaP_AGAP009841	UBXN1
ubxn-1	UBXN1
SPAC17C9.11c	UBXN1
MGG_06184	UBXN1
NCU08955	UBXN1
Slc14a1	SLC14A1
Mbtps2	MBTPS2
mbtps2	MBTPS2
AgaP_AGAP011819	MBTPS2
Y56A3A.2	MBTPS2
AT4G20310	MBTPS2
LOC785042	HOOK1
Hook1	HOOK1
hook1	HOOK1
Prlh	PRLH
Gmnn	GMNN
gmnn	GMNN
Zmynd10	ZMYND10
zmynd10	ZMYND10
CG11253	ZMYND10
AgaP_AGAP011078	ZMYND10
Pla1a	PLA1A
pla1a	PLA1A
Ubr5	UBR5
ubr5	UBR5
hyd	UBR5
AgaP_AGAP001780	UBR5
Trim33	TRIM33
trim33	TRIM33
Srrt	SRRT
Ars2	SRRT
SRRT_ANOGA	SRRT
E01A2.2	SRRT
LOC694431	WDPCP
Wdpcp	WDPCP
LOC100333125	WDPCP
frtz	WDPCP
AgaP_AGAP002252	WDPCP
wdpcp	WDPCP
Txndc11	TXNDC11
LOC100330433	TXNDC11
txndc11	TXNDC11
Atl1	ATL1
atl1	ATL1
Calhm2	CALHM2
calhm2	CALHM2
si:dkey-51a16.7	CALHM2
Cuta	CUTA
LOC100535353	CUTA
cuta	CUTA
Lsr	LSR
lsr	LSR
Mterfd1	MTERF3
mterfd1	MTERF3
mTerf3	MTERF3
AgaP_AGAP012143	MTERF3
LOC697051	AMDHD2
Amdhd2	AMDHD2
amdhd2	AMDHD2
CG17065	AMDHD2
AgaP_AGAP002347	AMDHD2
CELE_F59B2.3	AMDHD2
MGG_00620	AMDHD2
NCU04725	AMDHD2
LOC607290	SLC35B3
Slc35b3	SLC35B3
slc35b3	SLC35B3
Papst2	SLC35B3
S35B3_ANOGA	SLC35B3
pst-2	SLC35B3
AT1G12600	SLC35B3
UTR2	SLC35B3
Os03g0118200	SLC35B3
Nosip	NOSIP
nosip	NOSIP
CG6179	NOSIP
AgaP_AGAP005654	NOSIP
R05G6.4	NOSIP
AT1G61620	NOSIP
Os03g0279900	NOSIP
Tmx2	TMX2
tmx2b	TMX2
CG11007	TMX2
AgaP_AGAP009997	TMX2
C35D10.10	TMX2
tmx2	TMX2
Cutc	CUTC
cutc	CUTC
CG6136	CUTC
AgaP_AGAP002402	CUTC
cutc-1	CUTC
LOC712034	MRPS17
Mrps17	MRPS17
zgc:110031	MRPS17
mrps17	MRPS17
Mrps7	MRPS7
mrps7	MRPS7
mRpS7	MRPS7
AgaP_AGAP009613	MRPS7
mrps-7	MRPS7
rps7	MRPS7
Os04g0237800	MRPS7
Cryl1	CRYL1
cryl1	CRYL1
CG9914	CRYL1
AgaP_AGAP013544	CRYL1
MGG_04075	CRYL1
LOC712473	UCHL5
Uchl5	UCHL5
uchl5	UCHL5
Uch-L3	UCHL5
AgaP_AGAP005540	UCHL5
ubh-4	UCHL5
UCH2	UCHL5
